,DisplayName,Year,Genre,Location,Sales
74,"Mario Party DS, DS",2007.0,Misc,NA_Sales,4.46
75,"The Elder Scrolls V: Skyrim, X360",2011.0,Role-Playing,NA_Sales,5.03
76,"Super Mario Kart, SNES",1992.0,Racing,NA_Sales,3.54
77,"FIFA 16, PS4",2015.0,Sports,NA_Sales,1.11
78,"Wii Party, Wii",2010.0,Misc,NA_Sales,1.79
79,"Halo 2, XB",2004.0,Shooter,NA_Sales,6.82
80,"Mario Party 8, Wii",2007.0,Misc,NA_Sales,3.81
81,"Pokemon Black 2/Pokemon White 2, DS",2012.0,Role-Playing,NA_Sales,2.91
82,"FIFA Soccer 13, PS3",2012.0,Action,NA_Sales,1.06
83,"The Sims 3, PC",2009.0,Simulation,NA_Sales,0.98
84,"GoldenEye 007, N64",1997.0,Shooter,NA_Sales,5.8
85,"Mario & Sonic at the Olympic Games, Wii",2007.0,Sports,NA_Sales,2.58
86,"Final Fantasy X, PS2",2001.0,Role-Playing,NA_Sales,2.91
87,"Final Fantasy VIII, PS",1999.0,Role-Playing,NA_Sales,2.28
88,"Pokémon Platinum Version, DS",2008.0,Role-Playing,NA_Sales,2.82
90,"Grand Theft Auto: Liberty City Stories, PSP",2005.0,Action,NA_Sales,2.9
91,"Super Mario Galaxy 2, Wii",2010.0,Platform,NA_Sales,3.66
92,"Star Wars Battlefront (2015), PS4",2015.0,Shooter,NA_Sales,2.93
93,"Call of Duty: Advanced Warfare, PS4",2014.0,Shooter,NA_Sales,2.8
94,"The Legend of Zelda: Ocarina of Time, N64",1998.0,Action,NA_Sales,4.1
95,"Crash Bandicoot 2: Cortex Strikes Back, PS",1997.0,Platform,NA_Sales,3.78
96,"Super Mario Bros. 2, NES",1988.0,Platform,NA_Sales,5.39
97,"Super Smash Bros. for Wii U and 3DS, 3DS",2014.0,Fighting,NA_Sales,3.24
98,"Call of Duty: World at War, X360",2008.0,Shooter,NA_Sales,4.79
99,"Battlefield 3, X360",2011.0,Shooter,NA_Sales,4.46
100,"The Legend of Zelda: Twilight Princess, Wii",2006.0,Action,NA_Sales,3.83
101,"Call of Duty: Black Ops 3, XOne",2015.0,Shooter,NA_Sales,4.52
102,"Just Dance, Wii",2009.0,Misc,NA_Sales,3.51
103,"Battlefield 3, PS3",2011.0,Shooter,NA_Sales,2.85
104,"Need for Speed Underground, PS2",2003.0,Racing,NA_Sales,3.27
105,"Tekken 3, PS",1998.0,Fighting,NA_Sales,3.27
106,"Crash Bandicoot 3: Warped, PS",1998.0,Platform,NA_Sales,3.68
107,"Super Smash Bros. Melee, GC",2001.0,Fighting,NA_Sales,4.41
108,"Mario Kart 8, WiiU",2014.0,Racing,NA_Sales,3.13
109,"Fallout 4, PS4",2015.0,Role-Playing,NA_Sales,2.47
110,"Mario Kart: Double Dash!!, GC",2003.0,Racing,NA_Sales,4.12
111,"Just Dance 4, Wii",2012.0,Misc,NA_Sales,4.14
112,"FIFA 14, PS3",2013.0,Sports,NA_Sales,0.78
113,"Need for Speed Underground 2, PS2",2004.0,Racing,NA_Sales,2.71
114,"Medal of Honor: Frontline, PS2",2002.0,Shooter,NA_Sales,2.93
115,"Uncharted 3: Drake's Deception, PS3",2011.0,Action,NA_Sales,2.77
116,"Crash Bandicoot, PS",1996.0,Platform,NA_Sales,3.23
117,"Zumba Fitness, Wii",2010.0,Sports,NA_Sales,3.5
118,"Gears of War 2, X360",2008.0,Shooter,NA_Sales,4.15
119,"Uncharted 2: Among Thieves, PS3",2009.0,Action,NA_Sales,3.27
120,"Call of Duty 4: Modern Warfare, PS3",2007.0,Shooter,NA_Sales,3.1
121,"FIFA 12, PS3",2011.0,Sports,NA_Sales,0.84
122,"Big Brain Academy, DS",2005.0,Misc,NA_Sales,1.67
123,"Red Dead Redemption, PS3",2010.0,Action,NA_Sales,2.79
124,"FIFA 15, PS4",2014.0,Sports,NA_Sales,0.79
125,"Donkey Kong Country Returns, Wii",2010.0,Platform,NA_Sales,3.25
126,"The Elder Scrolls V: Skyrim, PS3",2011.0,Role-Playing,NA_Sales,2.55
127,"The Legend of Zelda, NES",1986.0,Action,NA_Sales,3.74
128,"Assassin's Creed III, PS3",2012.0,Action,NA_Sales,2.64
129,"Halo: Combat Evolved, XB",2001.0,Shooter,NA_Sales,4.98
130,"Pokémon Emerald Version, GBA",2004.0,Role-Playing,NA_Sales,2.57
131,"Kingdom Hearts, PS2",2002.0,Role-Playing,NA_Sales,3.64
132,"Pokémon Crystal Version, GB",2000.0,Role-Playing,NA_Sales,2.55
133,"Halo 3: ODST, X360",2009.0,Shooter,NA_Sales,4.34
134,"Red Dead Redemption, X360",2010.0,Action,NA_Sales,3.7
135,"Super Mario Sunshine, GC",2002.0,Platform,NA_Sales,4.01
136,"Street Fighter II: The World Warrior, SNES",1992.0,Fighting,NA_Sales,2.47
137,"World of Warcraft, PC",2004.0,Role-Playing,NA_Sales,0.07
138,"Driver, PS",1999.0,Action,NA_Sales,3.11
139,"Kinect Sports, X360",2010.0,Sports,NA_Sales,3.92
140,"Gears of War 3, X360",2011.0,Shooter,NA_Sales,4.05
141,"Gears of War, X360",2006.0,Shooter,NA_Sales,3.54
142,"Metal Gear Solid 2: Sons of Liberty, PS2",2001.0,Action,NA_Sales,2.45
143,"Sonic the Hedgehog 2, GEN",1992.0,Platform,NA_Sales,4.47
144,"Metal Gear Solid 4: Guns of the Patriots, PS3",2008.0,Action,NA_Sales,2.63
145,"Metal Gear Solid, PS",1998.0,Action,NA_Sales,3.18
146,"The Last of Us, PS3",2013.0,Action,NA_Sales,2.41
147,"Final Fantasy XII, PS2",2006.0,Role-Playing,NA_Sales,1.88
148,"LittleBigPlanet, PS3",2008.0,Platform,NA_Sales,2.8
149,"Dragon Quest IX: Sentinels of the Starry Skies, DS",2009.0,Role-Playing,NA_Sales,0.66
150,"LEGO Star Wars: The Complete Saga, Wii",2007.0,Action,NA_Sales,3.66
151,"Resident Evil 2, PS",1998.0,Action,NA_Sales,1.88
152,"Tekken 2, PS",1996.0,Fighting,NA_Sales,2.26
153,"Cooking Mama, DS",2006.0,Simulation,NA_Sales,3.13
154,"Destiny, PS4",2014.0,Shooter,NA_Sales,2.49
155,"Tetris, NES",1988.0,Puzzle,NA_Sales,2.97
156,"Assassin's Creed II, PS3",2009.0,Action,NA_Sales,2.54
157,"Super Smash Bros., N64",1999.0,Fighting,NA_Sales,2.95
158,"Assassin's Creed, X360",2007.0,Adventure,NA_Sales,3.28
159,"Batman: Arkham City, PS3",2011.0,Action,NA_Sales,2.7
160,"Forza Motorsport 3, X360",2009.0,Racing,NA_Sales,2.99
161,"Monster Hunter Freedom Unite, PSP",2008.0,Role-Playing,NA_Sales,0.47
162,"Super Mario Advance, GBA",2001.0,Platform,NA_Sales,3.14
163,"Mario Kart: Super Circuit, GBA",2001.0,Racing,NA_Sales,2.62
164,"Super Mario World, GBA",2001.0,Platform,NA_Sales,3.21
165,"Pokemon Stadium, N64",1999.0,Strategy,NA_Sales,3.18
166,"Call of Duty: World at War, PS3",2008.0,Shooter,NA_Sales,2.72
167,"Crash Bandicoot: The Wrath of Cortex, PS2",2001.0,Platform,NA_Sales,2.07
168,"Minecraft, PS3",2014.0,Misc,NA_Sales,1.97
169,"Final Fantasy XIII, PS3",2009.0,Role-Playing,NA_Sales,1.74
170,"Dr. Mario, GB",1989.0,Puzzle,NA_Sales,2.18
171,"Pokemon Pinball, GB",1999.0,Misc,NA_Sales,3.02
172,"Assassin's Creed III, X360",2012.0,Action,NA_Sales,3.13
173,"Final Fantasy IX, PS",2000.0,Role-Playing,NA_Sales,1.62
174,"Final Fantasy X-2, PS2",2003.0,Role-Playing,NA_Sales,1.92
175,"Donkey Kong 64, N64",1999.0,Platform,NA_Sales,3.33
176,"Assassin's Creed II, X360",2009.0,Action,NA_Sales,3.1
177,"Professor Layton and the Curious Village, DS",2007.0,Puzzle,NA_Sales,1.22
178,"Tomb Raider II, PS",1997.0,Action,NA_Sales,2.3
180,"Dragon Quest VIII: Journey of the Cursed King, PS2",2004.0,Role-Playing,NA_Sales,0.65
181,"Diablo III, PC",2012.0,Role-Playing,NA_Sales,2.43
182,"Super Mario Bros. 3, GBA",2003.0,Platform,NA_Sales,2.93
183,"New Super Mario Bros. U, WiiU",2012.0,Platform,NA_Sales,2.32
184,"Super Mario Land 3: Wario Land, GB",1994.0,Platform,NA_Sales,2.49
185,"FIFA Soccer 13, X360",2012.0,Action,NA_Sales,1.08
186,"The Legend of Zelda: Phantom Hourglass, DS",2007.0,Action,NA_Sales,1.9
187,"Donkey Kong Country 2: Diddy's Kong Quest, SNES",1995.0,Platform,NA_Sales,2.1
188,"Tomodachi Life, 3DS",2013.0,Simulation,NA_Sales,0.96
189,"Mario & Sonic at the Olympic Games, DS",2008.0,Sports,NA_Sales,1.64
190,"Medal of Honor: Rising Sun, PS2",2003.0,Shooter,NA_Sales,1.98
191,"Kirby's Dream Land, GB",1992.0,Platform,NA_Sales,2.71
192,"Fable III, X360",2010.0,Role-Playing,NA_Sales,3.59
193,"Call of Duty: Advanced Warfare, XOne",2014.0,Shooter,NA_Sales,3.21
194,"Microsoft Flight Simulator, PC",1996.0,Simulation,NA_Sales,3.22
195,"Guitar Hero II, PS2",2006.0,Misc,NA_Sales,3.81
196,"Resident Evil 5, PS3",2009.0,Action,NA_Sales,1.96
197,"Grand Theft Auto V, XOne",2014.0,Action,NA_Sales,2.66
198,"Grand Theft Auto: Vice City Stories, PSP",2006.0,Action,NA_Sales,1.7
199,"FIFA Soccer 11, PS3",2010.0,Sports,NA_Sales,0.6
200,"Super Mario Bros., GB",1999.0,Platform,NA_Sales,3.4
201,"Resident Evil, PS",1996.0,Action,NA_Sales,2.05
202,"Tony Hawk's Pro Skater, PS",1999.0,Sports,NA_Sales,3.42
203,"Super Smash Bros. for Wii U and 3DS, WiiU",2014.0,Fighting,NA_Sales,2.59
204,"Warzone 2100, PS",1999.0,Strategy,NA_Sales,2.79
205,"Spyro the Dragon, PS",1998.0,Platform,NA_Sales,3.36
206,"Link's Crossbow Training, Wii",2007.0,Shooter,NA_Sales,3.06
207,"Guitar Hero III: Legends of Rock, PS2",2007.0,Misc,NA_Sales,3.49
208,"Fallout 3, X360",2008.0,Role-Playing,NA_Sales,3.39
209,"Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness, DS",2007.0,Role-Playing,NA_Sales,1.85
210,"Uncharted: Drake's Fortune, PS3",2007.0,Action,NA_Sales,2.31
211,"Madden NFL 06, PS2",2005.0,Sports,NA_Sales,3.98
212,"LEGO Star Wars: The Complete Saga, DS",2007.0,Action,NA_Sales,2.89
213,"Diddy Kong Racing, N64",1997.0,Racing,NA_Sales,2.91
214,"Monster Hunter Freedom 3, PSP",2010.0,Role-Playing,NA_Sales,0.0
215,"Dr. Mario, NES",1990.0,Puzzle,NA_Sales,2.62
216,"God of War III, PS3",2010.0,Action,NA_Sales,2.74
217,"StarCraft II: Wings of Liberty, PC",2010.0,Strategy,NA_Sales,2.56
218,"Assassin's Creed, PS3",2007.0,Adventure,NA_Sales,1.91
219,"FIFA 15, PS3",2014.0,Sports,NA_Sales,0.57
220,"Crash Team Racing, PS",1999.0,Racing,NA_Sales,2.57
221,"FIFA 17, PS4",2016.0,Sports,NA_Sales,0.28
222,"Batman: Arkham City, X360",2011.0,Action,NA_Sales,2.99
223,"Driver 2, PS",2000.0,Action,NA_Sales,2.36
224,"The Simpsons: Hit & Run, PS2",2003.0,Racing,NA_Sales,1.73
225,"Tony Hawk's Pro Skater 2, PS",2000.0,Sports,NA_Sales,3.05
226,"Animal Crossing: City Folk, Wii",2008.0,Simulation,NA_Sales,1.87
227,"The Lord of the Rings: The Two Towers, PS2",2002.0,Action,NA_Sales,1.94
228,"Forza Motorsport 4, X360",2011.0,Racing,NA_Sales,2.08
229,"Tomb Raider, PS",1996.0,Action,NA_Sales,2.29
230,"Guitar Hero III: Legends of Rock, Wii",2007.0,Misc,NA_Sales,3.06
231,"The Legend of Zelda: A Link to the Past, SNES",1991.0,Action,NA_Sales,2.42
232,"The Legend of Zelda: The Wind Waker, GC",2002.0,Action,NA_Sales,2.6
233,"Mario & Sonic at the Olympic Winter Games, Wii",2009.0,Sports,NA_Sales,1.89
234,"Luigi's Mansion: Dark Moon, 3DS",2013.0,Action,NA_Sales,1.78
235,"Splatoon, WiiU",2015.0,Shooter,NA_Sales,1.55
236,"The Last of Us, PS4",2014.0,Action,NA_Sales,1.78
237,"Guitar Hero III: Legends of Rock, X360",2007.0,Misc,NA_Sales,3.19
238,"Madden NFL 2005, PS2",2004.0,Sports,NA_Sales,4.18
240,"Madden NFL 07, PS2",2006.0,Sports,NA_Sales,3.63
241,"Spider-Man: The Movie, PS2",2002.0,Action,NA_Sales,2.71
242,"Dragon Quest VII: Warriors of Eden, PS",2000.0,Role-Playing,NA_Sales,0.2
243,"Uncharted: The Nathan Drake Collection, PS4",2015.0,Action,NA_Sales,1.96
244,"Call of Duty: Advanced Warfare, PS3",2014.0,Shooter,NA_Sales,1.54
245,"God of War, PS2",2005.0,Action,NA_Sales,2.71
246,"Nintendo Land, WiiU",2012.0,Misc,NA_Sales,2.55
247,"Michael Jackson: The Experience, Wii",2010.0,Misc,NA_Sales,2.67
248,"Tony Hawk's Pro Skater 3, PS2",2001.0,Sports,NA_Sales,2.66
249,"Winning Eleven: Pro Evolution Soccer 2007, PS2",2006.0,Sports,NA_Sales,0.1
250,"The Elder Scrolls IV: Oblivion, X360",2006.0,Role-Playing,NA_Sales,2.82
251,"Zelda II: The Adventure of Link, NES",1987.0,Adventure,NA_Sales,2.19
252,"Need for Speed: Most Wanted, PS2",2005.0,Racing,NA_Sales,2.03
253,"Resistance: Fall of Man, PS3",2006.0,Shooter,NA_Sales,1.73
254,"Sonic the Hedgehog, GEN",1991.0,Platform,NA_Sales,3.03
255,"Kingdom Hearts II, PS2",2005.0,Role-Playing,NA_Sales,2.2
256,"FIFA 14, X360",2013.0,Sports,NA_Sales,0.92
257,"Call of Duty: Advanced Warfare, X360",2014.0,Shooter,NA_Sales,2.75
259,"Fable II, X360",2008.0,Role-Playing,NA_Sales,2.51
260,"Halo 5: Guardians, XOne",2015.0,Shooter,NA_Sales,2.64
261,"Super Mario 3D World, WiiU",2013.0,Platform,NA_Sales,2.11
262,"Batman: Arkham Asylum, PS3",2009.0,Action,NA_Sales,2.23
263,"Assassin's Creed: Revelations, PS3",2011.0,Action,NA_Sales,1.41
264,"Namco Museum, GBA",2001.0,Misc,NA_Sales,3.0
265,"Metal Gear Solid 3: Snake Eater, PS2",2004.0,Action,NA_Sales,1.46
266,"Daxter, PSP",2006.0,Platform,NA_Sales,2.45
267,"Warcraft II: Tides of Darkness, PC",1995.0,Strategy,NA_Sales,1.7
268,"The Legend of Zelda: Ocarina of Time, 3DS",2011.0,Action,NA_Sales,2.03
269,"FIFA Soccer 06, PS2",2005.0,Sports,NA_Sales,0.78
270,"EyeToy Play, PS2",2003.0,Misc,NA_Sales,0.88
271,"Uncharted 4: A Thief's End, PS4",2016.0,Shooter,NA_Sales,1.3
272,"Gran Turismo 5 Prologue, PS3",2007.0,Racing,NA_Sales,1.28
273,"Assassin's Creed: Revelations, X360",2011.0,Action,NA_Sales,2.25
274,"Street Fighter IV, PS3",2009.0,Fighting,NA_Sales,2.02
275,"FIFA 12, X360",2011.0,Sports,NA_Sales,0.84
276,"Teenage Mutant Ninja Turtles, NES",1989.0,Action,NA_Sales,3.38
278,"Frogger, PS",1997.0,Action,NA_Sales,3.79
279,"Madden NFL 2003, PS2",2002.0,Sports,NA_Sales,3.36
280,"Watch Dogs, PS4",2014.0,Action,NA_Sales,1.4
281,"Half-Life, PC",1997.0,Shooter,NA_Sales,4.03
282,"Super Mario World 2: Yoshi's Island, SNES",1995.0,Platform,NA_Sales,1.65
283,"FIFA Soccer 07, PS2",2006.0,Sports,NA_Sales,0.71
284,"The Legend of Zelda: Skyward Sword, Wii",2011.0,Action,NA_Sales,2.14
285,"Street Fighter II Turbo, SNES",1992.0,Fighting,NA_Sales,1.42
286,"Carnival Games, Wii",2007.0,Misc,NA_Sales,2.13
287,"Fallout 4, XOne",2015.0,Role-Playing,NA_Sales,2.45
288,"World of Warcraft: The Burning Crusade, PC",2007.0,Role-Playing,NA_Sales,2.57
289,"Fallout: New Vegas, X360",2010.0,Role-Playing,NA_Sales,2.65
290,"God of War II, PS2",2007.0,Action,NA_Sales,2.32
291,"Forza Motorsport 2, X360",2007.0,Racing,NA_Sales,2.35
292,"World Soccer Winning Eleven 9, PS2",2005.0,Sports,NA_Sales,0.12
293,"Namco Museum Vol.3, PS",1996.0,Misc,NA_Sales,2.28
294,"Tekken Tag Tournament, PS2",2000.0,Fighting,NA_Sales,1.68
295,"Far Cry 4, PS4",2014.0,Shooter,NA_Sales,1.12
296,"Star Fox 64, N64",1997.0,Shooter,NA_Sales,2.78
297,"Minecraft, PS4",2014.0,Misc,NA_Sales,1.38
299,"Fallout 3, PS3",2008.0,Role-Playing,NA_Sales,2.15
300,"Professor Layton and the Diabolical Box, DS",2007.0,Puzzle,NA_Sales,0.92
301,"Left 4 Dead 2, X360",2009.0,Shooter,NA_Sales,2.67
302,"Namco Museum: 50th Anniversary, PS2",2005.0,Misc,NA_Sales,2.08
303,"EA Sports Active, Wii",2009.0,Sports,NA_Sales,2.1
304,"Assassin's Creed: Unity, PS4",2014.0,Action,NA_Sales,1.18
305,"Donkey Kong Land, GB",1994.0,Platform,NA_Sales,1.97
306,"Tony Hawk's Underground, PS2",2003.0,Sports,NA_Sales,2.29
307,"Assassin's Creed IV: Black Flag, PS3",2013.0,Action,NA_Sales,1.33
308,"Monster Hunter 4 Ultimate, 3DS",2014.0,Role-Playing,NA_Sales,0.67
309,"MotorStorm, PS3",2006.0,Racing,NA_Sales,1.53
310,"The Elder Scrolls V: Skyrim, PC",2011.0,Role-Playing,NA_Sales,1.15
311,"Tekken 5, PS2",2005.0,Fighting,NA_Sales,0.93
312,"Dragon Warrior III, NES",1988.0,Role-Playing,NA_Sales,0.1
313,"Sports Champions, PS3",2010.0,Sports,NA_Sales,2.12
314,"NBA 2K16, PS4",2015.0,Sports,NA_Sales,2.48
315,"World Soccer Winning Eleven 8 International, PS2",2004.0,Sports,NA_Sales,0.16
316,"Flash Focus: Vision Training in Minutes a Day, DS",2007.0,Misc,NA_Sales,0.87
317,"Namco Museum Vol.1, PS",1995.0,Misc,NA_Sales,2.12
318,"The Legend of Zelda: Link's Awakening, GB",1992.0,Action,NA_Sales,2.21
319,"Mario & Luigi: Bowser's Inside Story, DS",2009.0,Role-Playing,NA_Sales,2.26
320,"Big Brain Academy: Wii Degree, Wii",2007.0,Misc,NA_Sales,1.06
321,"Nintendogs + cats, 3DS",2011.0,Simulation,NA_Sales,1.44
322,"Batman: Arkham Knight, PS4",2015.0,Action,NA_Sales,1.49
323,"Mario & Sonic at the London 2012 Olympic Games, Wii",2011.0,Sports,NA_Sales,1.14
324,"LEGO Indiana Jones: The Original Adventures, X360",2008.0,Action,NA_Sales,2.4
325,"Resident Evil Director's Cut, PS",1996.0,Action,NA_Sales,1.82
326,"Ratchet & Clank: Size Matters, PSP",2007.0,Platform,NA_Sales,1.4
327,"Just Dance 2014, Wii",2013.0,Misc,NA_Sales,1.98
328,"The Sims: Unleashed, PC",2002.0,Simulation,NA_Sales,2.03
329,"Super Paper Mario, Wii",2007.0,Platform,NA_Sales,1.98
330,"Harry Potter and the Sorcerer's Stone, PS",2001.0,Action,NA_Sales,1.37
331,"The Witcher 3: Wild Hunt, PS4",2015.0,Role-Playing,NA_Sales,0.96
332,"Resident Evil 3: Nemesis, PS",1999.0,Action,NA_Sales,1.3
333,"Spyro: Year of the Dragon, PS",2000.0,Platform,NA_Sales,1.93
334,"FIFA Soccer 2005, PS2",2004.0,Sports,NA_Sales,0.58
335,"Pokémon Trading Card Game, GB",1998.0,Strategy,NA_Sales,1.49
336,"Battlefield 4, PS3",2013.0,Shooter,NA_Sales,1.3
337,"MySims, DS",2007.0,Simulation,NA_Sales,1.59
338,"Friend Collection, DS",2009.0,Misc,NA_Sales,0.0
339,"Tony Hawk's Pro Skater 4, PS2",2002.0,Sports,NA_Sales,2.13
340,"Midnight Club 3: DUB Edition, PSP",2005.0,Racing,NA_Sales,1.65
341,"Banjo-Kazooie, N64",1998.0,Platform,NA_Sales,1.87
342,"SOCOM: U.S. Navy SEALs, PS2",2002.0,Shooter,NA_Sales,2.53
343,"Guitar Hero: World Tour, Wii",2008.0,Misc,NA_Sales,2.33
344,"Gran Turismo 6, PS3",2013.0,Racing,NA_Sales,0.71
345,"Jak and Daxter: The Precursor Legacy, PS2",2001.0,Platform,NA_Sales,2.08
346,"Pokemon Snap, N64",1999.0,Simulation,NA_Sales,2.23
347,"FIFA Soccer 10, PS3",2009.0,Sports,NA_Sales,0.6
348,"Pro Evolution Soccer 2008, PS2",2007.0,Sports,NA_Sales,0.05
349,"Call of Duty: Ghosts, PS4",2013.0,Shooter,NA_Sales,1.78
350,"Resident Evil 4, PS2",2005.0,Action,NA_Sales,2.08
351,"Tom Clancy's The Division, PS4",2016.0,Shooter,NA_Sales,1.28
352,"Star Wars: Battlefront, PS2",2004.0,Shooter,NA_Sales,1.93
353,"Doom II: Hell on Earth, PC",1994.0,Shooter,NA_Sales,2.05
354,"The Simpsons: Road Rage, PS2",2001.0,Racing,NA_Sales,2.02
355,"Cooking Mama 2: Dinner With Friends, DS",2007.0,Simulation,NA_Sales,1.61
356,"Luigi's Mansion, GC",2001.0,Action,NA_Sales,2.38
357,"Star Wars: Battlefront II, PS2",2005.0,Shooter,NA_Sales,2.18
358,"WWF SmackDown!, PS",2000.0,Fighting,NA_Sales,2.01
359,"Croc: Legend of the Gobbos, PS",1997.0,Platform,NA_Sales,1.57
360,"Grand Theft Auto: Liberty City Stories, PS2",2006.0,Action,NA_Sales,1.56
361,"The Getaway, PS2",2002.0,Action,NA_Sales,1.23
