,DisplayName,Year,Genre,Location,Sales
14737,"Frogger: Ancient Shadow, XB",2005.0,Platform,NA_Sales,0.02
14738,"Pro Evolution Soccer 2017, XOne",2016.0,Sports,NA_Sales,0.0
14739,"La Pucelle: Ragnarok, PSP",2009.0,Role-Playing,NA_Sales,0.0
14740,"Kiniro no Corda 2 f Encore, PSP",2009.0,Role-Playing,NA_Sales,0.0
14741,"Darius II, SAT",1995.0,Shooter,NA_Sales,0.0
14742,"Jewel Quest 5: The Sleepless Star, DS",2012.0,Action,NA_Sales,0.0
14743,"RollerCoaster Tycoon 2: Triple Thrill Pack, PC",2003.0,Strategy,NA_Sales,0.0
14744,"Bleach: Soul Carnival 2, PSP",2009.0,Fighting,NA_Sales,0.0
14745,"ParaParaParadise, PS2",2001.0,Misc,NA_Sales,0.0
14746,"Tiger & Bunny: On-Air Jack!, PSP",2012.0,Action,NA_Sales,0.0
14747,"Pro Evolution Soccer 2012, 3DS",2011.0,Action,NA_Sales,0.02
14748,"Eureka Seven AO: Jungfrau no Hanabanatachi, PS3",2012.0,Action,NA_Sales,0.0
14749,"Warship Gunner 2, PS2",2006.0,Simulation,NA_Sales,0.01
14750,"Gotcha Force, GC",2003.0,Shooter,NA_Sales,0.01
14751,"The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%, PS2",2007.0,Fighting,NA_Sales,0.0
14752,"Star Wars The Clone Wars: Republic Heroes, PC",2009.0,Action,NA_Sales,0.0
14753,"CID The Dummy, PSP",2009.0,Platform,NA_Sales,0.02
14754,"Xblaze: Lost Memories, PSV",2015.0,Adventure,NA_Sales,0.02
14755,"DiRT Rally, PC",2016.0,Racing,NA_Sales,0.0
14756,"The Perfect Golf, PS",1995.0,Sports,NA_Sales,0.0
14757,"Let's Sing 2016, PS4",2015.0,Action,NA_Sales,0.02
14758,"Wrestle Kingdom, PS2",2006.0,Fighting,NA_Sales,0.0
14759,"Demon Driver: Time to Burn Rubber!, GBA",2003.0,Racing,NA_Sales,0.02
14760,"The Golf Club, XOne",2014.0,Sports,NA_Sales,0.02
14761,"Bigfoot King of Crush, Wii",2011.0,Racing,NA_Sales,0.02
14762,"Mojo!, XB",2003.0,Puzzle,NA_Sales,0.02
14763,"Infinite Stratos 2: Ignition Hearts, PS3",2014.0,Adventure,NA_Sales,0.0
14764,"Cabela's Big Game Hunter: Pro Hunts, X360",2014.0,Shooter,NA_Sales,0.02
14765,"Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~, PS2",2006.0,Adventure,NA_Sales,0.0
14766,"Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku, 3DS",2013.0,Fighting,NA_Sales,0.0
14767,"The Sims 2: Bon Voyage, PC",2007.0,Simulation,NA_Sales,0.01
14768,"Buffy the Vampire Slayer: Chaos Bleeds, GC",2003.0,Action,NA_Sales,0.02
14769,"Clannad, X360",2008.0,Adventure,NA_Sales,0.0
14770,"Brothers Conflict: Passion Pink, PSP",2012.0,Action,NA_Sales,0.0
14771,"Kuryuu Youma Gakuenki Recharge, PS2",2006.0,Adventure,NA_Sales,0.0
14772,"My Frogger: Toy Trials, DS",2006.0,Action,NA_Sales,0.02
14773,"Jet Grind Radio, GBA",2003.0,Action,NA_Sales,0.02
14774,"Farm Frenzy 3, DS",2011.0,Strategy,NA_Sales,0.0
14775,"Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!, DS",2009.0,Action,NA_Sales,0.0
14776,"3DS Classic Collection, 3DS",2016.0,Misc,NA_Sales,0.02
14777,"Baldur's Gate: Dark Alliance, GBA",2004.0,Role-Playing,NA_Sales,0.02
14778,"GRID Autosport, PC",2014.0,Racing,NA_Sales,0.0
14779,"The Adventures of Lomax, PS",1996.0,Platform,NA_Sales,0.01
14780,"Neverwinter Nights Diamond, PC",2004.0,Role-Playing,NA_Sales,0.0
14781,"Divinity II: Flames of Vengeance, PC",2010.0,Role-Playing,NA_Sales,0.0
14782,"Under the Skin, PS2",2004.0,Action,NA_Sales,0.01
14783,"Battlefield 2142, PC",2006.0,Shooter,NA_Sales,0.0
14784,"Kabu Trader Shun, DS",2007.0,Action,NA_Sales,0.0
14785,"Air Conflicts: Secret Wars, PC",2011.0,Simulation,NA_Sales,0.0
14786,"Poy Poy, PS",1997.0,Action,NA_Sales,0.01
14787,"Hermie Hopperhead: Scrap Panic, PS",1995.0,Platform,NA_Sales,0.0
14788,"Lost Planet 2, PC",2010.0,Shooter,NA_Sales,0.0
14789,"NHL 07, XB",2006.0,Sports,NA_Sales,0.02
14790,"DrumMania 7th Mix, PS2",2001.0,Simulation,NA_Sales,0.0
14791,"Runabout 3: Neo Age, PS2",2002.0,Racing,NA_Sales,0.0
14792,"AMNESIA World, PSV",2014.0,Adventure,NA_Sales,0.0
14793,"Captain Morgane and the Golden Turtle, PS3",2012.0,Adventure,NA_Sales,0.0
14794,"Bully: Scholarship Edition, PC",2008.0,Action,NA_Sales,0.0
14795,"My Ballet Studio, Wii",2009.0,Simulation,NA_Sales,0.02
14796,"Guild Wars, PC",2005.0,Role-Playing,NA_Sales,0.02
14797,"Clannad: Mitsumi Mamoru Sakamichi de - Gekan, PSP",2010.0,Adventure,NA_Sales,0.0
14798,"Archer Maclean Presents: Pool Paradise, GC",2004.0,Sports,NA_Sales,0.02
14799,"Sengoku Efuda Yuugi: Hototogisu Tairan, PSP",2010.0,Strategy,NA_Sales,0.0
14800,"Battlezone, PSP",2006.0,Shooter,NA_Sales,0.02
14801,"Ookiku Furikabutte: Honto no Ace ni Nareru kamo, DS",2007.0,Sports,NA_Sales,0.0
14802,"Medal of Honor: Vanguard, PS2",2007.0,Shooter,NA_Sales,0.0
14803,"Touch Shot! Love Application, PS3",2012.0,Adventure,NA_Sales,0.0
14804,"Nanotek Warrior, PS",1997.0,Shooter,NA_Sales,0.01
14805,"Galileo, DS",2008.0,Adventure,NA_Sales,0.0
14806,"Cake Mania: Baker's Challenge, PS2",2008.0,Puzzle,NA_Sales,0.01
14807,"Captain Tsubasa J: The Way to World Youth, SNES",1995.0,Sports,NA_Sales,0.0
14808,"Super Monkey Ball Adventure, PS2",2006.0,Platform,NA_Sales,0.01
14809,"Alien Breed Trilogy, X360",2011.0,Shooter,NA_Sales,0.0
14810,"Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku, PSV",2015.0,Simulation,NA_Sales,0.0
14811,"Sengoku Basara: Sanada Yukimura-Den, PS4",2016.0,Action,NA_Sales,0.0
14812,"CID The Dummy, Wii",2009.0,Platform,NA_Sales,0.02
14813,"Kisuato, PSV",2015.0,Adventure,NA_Sales,0.0
14814,"Madden NFL 07, GBA",2006.0,Sports,NA_Sales,0.02
14815,"Renegade Racers, PS",1999.0,Racing,NA_Sales,0.01
14816,"The Legend of Korra (3DS), 3DS",2014.0,Strategy,NA_Sales,0.02
14817,"AniMates!, DS",2007.0,Simulation,NA_Sales,0.02
14818,"Monster High 13 Wishes, WiiU",2013.0,Action,NA_Sales,0.02
14819,"Franklin the Turtle, GBA",2005.0,Misc,NA_Sales,0.02
14820,"Steins;Gate 0, PS3",2015.0,Adventure,NA_Sales,0.0
14821,"Catan, DS",2009.0,Strategy,NA_Sales,0.0
14822,"Backyard NFL Football, Wii",2007.0,Sports,NA_Sales,0.02
14823,"Captain Morgane and the Golden Turtle, PC",2012.0,Adventure,NA_Sales,0.0
14824,"Gauntlet / Rampart, GBA",2005.0,Misc,NA_Sales,0.02
14825,"Age of Empires III: Gold Edition, PC",2007.0,Strategy,NA_Sales,0.0
14826,"Let's Play Ballerina, Wii",2010.0,Sports,NA_Sales,0.02
14827,"Disney Planes Fire & Rescue, WiiU",2014.0,Action,NA_Sales,0.01
14828,"Dream Girl Premier, 3DS",2015.0,Misc,NA_Sales,0.0
14829,"River King: Wonderful Journey, PS2",2005.0,Sports,NA_Sales,0.01
14830,"Senran Kagura: Bon Appétit!, PSV",2014.0,Misc,NA_Sales,0.0
14831,"Ducati Moto, DS",2008.0,Racing,NA_Sales,0.02
14832,"Justice League Heroes: The Flash, GBA",2006.0,Action,NA_Sales,0.02
14833,"Pop Cutie! Street Fashion Simulation (JP sales), DS",2008.0,Simulation,NA_Sales,0.0
14834,"The Peanuts Movie: Snoopy's Grand Adventure, PS4",2015.0,Action,NA_Sales,0.0
14835,"Kawasaki Snowmobiles, Wii",2008.0,Racing,NA_Sales,0.02
14836,"Dungeon Siege II, PC",2005.0,Role-Playing,NA_Sales,0.0
14837,"Bae Yong-joon to Manabu Kankokugo DS, DS",2009.0,Misc,NA_Sales,0.0
14838,"World War II Combat: Road To Berlin, XB",2006.0,Shooter,NA_Sales,0.02
14839,"Metal Saga, PS2",2005.0,Role-Playing,NA_Sales,0.01
14840,"Imagine: Sweet 16, DS",2010.0,Simulation,NA_Sales,0.02
14841,"SWAT 4, PC",2005.0,Shooter,NA_Sales,0.0
14842,"Last Escort 2: Shinya no Amai Toge, PS2",2008.0,Adventure,NA_Sales,0.0
14843,"Pop'n Music 13 Carnival, PS2",2006.0,Simulation,NA_Sales,0.0
14844,"Magicka Collection, PC",2011.0,Adventure,NA_Sales,0.0
14845,"Bookworm, GBA",2004.0,Puzzle,NA_Sales,0.02
14846,"Tokushu Houdoubu, PSV",2012.0,Adventure,NA_Sales,0.0
14847,"Terraria, WiiU",2016.0,Action,NA_Sales,0.0
14848,"My DoItAll, DS",2009.0,Misc,NA_Sales,0.02
14850,"Shakugan no Shana, PS2",2006.0,Adventure,NA_Sales,0.0
14851,"Monster Mayhem: Build and Battle, Wii",2009.0,Simulation,NA_Sales,0.02
14852,"I Heart Geeks, DS",2011.0,Puzzle,NA_Sales,0.02
14853,"Hokuto no Ken: Hokuto Shinken Denshousha no Michi, DS",2008.0,Action,NA_Sales,0.0
14854,"The Lord of the Rings: Conquest, PC",2009.0,Action,NA_Sales,0.0
14856,"Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku, PSP",2011.0,Adventure,NA_Sales,0.0
14857,"Little Busters! Converted Edition, PSV",2012.0,Action,NA_Sales,0.0
14858,"Hankou Shashin, SAT",1996.0,Adventure,NA_Sales,0.0
14859,"MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All, PSV",2015.0,Role-Playing,NA_Sales,0.0
14860,"Marker Man Adventures, DS",2009.0,Platform,NA_Sales,0.02
14861,"Capcom Digital Collection, X360",2012.0,Action,NA_Sales,0.02
14862,"Pro Yakyuu Family Stadium, Wii",2008.0,Sports,NA_Sales,0.0
14863,"Open Season, PS2",2006.0,Platform,NA_Sales,0.01
14864,"Monster Hunter Frontier Online: Forward 2, X360",2011.0,Role-Playing,NA_Sales,0.0
14865,"Moyashimon DS, DS",2009.0,Action,NA_Sales,0.0
14866,"A Ressha de Gyoukou 2001, PS2",2001.0,Simulation,NA_Sales,0.0
14867,"Diabolik Lovers: Lunatic Parade, PSV",2016.0,Adventure,NA_Sales,0.0
14868,"Let's Dance with Mel B, Wii",2011.0,Sports,NA_Sales,0.0
14869,"Battlestations: Pacific, PC",2009.0,Strategy,NA_Sales,0.0
14870,"Neverwinter Nights 2, PC",2006.0,Role-Playing,NA_Sales,0.0
14871,"Starry ? Sky: In Autumn, PSP",2010.0,Misc,NA_Sales,0.0
14872,"Battlefield 1942, PC",2002.0,Shooter,NA_Sales,0.01
14873,"Back to the Future: The Game, X360",2015.0,Adventure,NA_Sales,0.02
14874,"Pitball, PS",1996.0,Sports,NA_Sales,0.01
14875,"X-Men Origins: Wolverine - Uncaged Edition, PC",2009.0,Action,NA_Sales,0.02
14877,"D.C. III: Da Capo III, PSP",2013.0,Adventure,NA_Sales,0.0
14878,"Judge Dredd: Dredd Vs Death, PS2",2003.0,Shooter,NA_Sales,0.01
14879,"Ocean Commander, Wii",2009.0,Simulation,NA_Sales,0.02
14880,"Drome Racers, GBA",2003.0,Racing,NA_Sales,0.02
14881,"Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue, PSP",2012.0,Adventure,NA_Sales,0.0
14882,"God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2, PS4",2015.0,Misc,NA_Sales,0.0
14883,"Tank Beat, DS",2006.0,Strategy,NA_Sales,0.01
14884,"LEGO Pirates of the Caribbean: The Video Game, PC",2011.0,Action,NA_Sales,0.02
14885,"Turbo: Super Stunt Squad, WiiU",2013.0,Sports,NA_Sales,0.0
14886,"Jurassic Park: Operation Genesis, PC",2003.0,Simulation,NA_Sales,0.0
14887,"The Peanuts Movie: Snoopy's Grand Adventure, X360",2015.0,Action,NA_Sales,0.0
14888,"Tenkaichi * Sengoku Lovers, DS",2010.0,Adventure,NA_Sales,0.0
14889,"Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi, PS3",2013.0,Misc,NA_Sales,0.0
14890,"Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2, PS2",2007.0,Misc,NA_Sales,0.0
14891,"Bode Miller Alpine Skiing, PS2",2006.0,Sports,NA_Sales,0.01
14892,"Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu, GBA",2006.0,Role-Playing,NA_Sales,0.0
14893,"R-Type Delta, PS",1998.0,Shooter,NA_Sales,0.01
14894,"Angelique: Maren no Rokukishi, PSP",2011.0,Adventure,NA_Sales,0.0
14895,"Soul Eater: Battle Resonance, PSP",2009.0,Action,NA_Sales,0.0
14896,"Psycho-Pass: Mandatory Happiness, PS4",2016.0,Adventure,NA_Sales,0.02
14897,"Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki, DS",2008.0,Misc,NA_Sales,0.0
14898,"The Great Battle Gaiden 2: Matsuri da Wasshoi, SNES",1994.0,Action,NA_Sales,0.0
14899,"Napoleon Dynamite: The Game, DS",2007.0,Puzzle,NA_Sales,0.02
14900,"Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku, DS",2008.0,Simulation,NA_Sales,0.0
14901,"Rock 'N' Roll Adventures, Wii",2007.0,Platform,NA_Sales,0.02
14902,"War Gods, PS",1996.0,Fighting,NA_Sales,0.01
14903,"Evangelion: Jo, PS2",2009.0,Action,NA_Sales,0.0
14904,"Doki Oki, PS",1995.0,Adventure,NA_Sales,0.0
14905,"Gakuen Alice: WakuWaku * Happy Friends, DS",2007.0,Adventure,NA_Sales,0.0
14906,"Kyokugen Dasshutsu ADV: Zennin Shiboudesu, PSV",2012.0,Adventure,NA_Sales,0.0
14907,"Konohana 2: Todoke Kanai Requiem, PS2",2002.0,Adventure,NA_Sales,0.0
14908,"Derby Time 2006, PSP",2006.0,Sports,NA_Sales,0.0
14909,"Yuusha Shisu., PSV",2016.0,Role-Playing,NA_Sales,0.0
14910,"Monster Mayhem: Build and Battle, DS",2009.0,Simulation,NA_Sales,0.02
14911,"Senjou no Waltz, PSV",2014.0,Adventure,NA_Sales,0.0
14912,"Chuck E. Cheese's Sports Games, Wii",2011.0,Sports,NA_Sales,0.02
14913,"Ghostbusters (2016), XOne",2016.0,Action,NA_Sales,0.02
14914,"Stronghold 2 Deluxe, PC",2005.0,Strategy,NA_Sales,0.0
14915,"MAPLUS: Portable Navi 3, PSP",2009.0,Misc,NA_Sales,0.0
14916,"DEATH NOTE: L o Tsugu Mono, DS",2007.0,Adventure,NA_Sales,0.0
14917,"ZooCube, GC",2002.0,Puzzle,NA_Sales,0.02
14918,"Puppet Show 3: Lost Town, PC",2011.0,Puzzle,NA_Sales,0.0
14919,"Star Wars: Empire at War - Forces of Corruption, PC",2006.0,Strategy,NA_Sales,0.0
14920,"Spy Hunter / Super Sprint, GBA",2005.0,Racing,NA_Sales,0.02
14921,"Otometeki Koi Kakumei * Love Revo! Portable, PSP",2010.0,Adventure,NA_Sales,0.0
14922,"Clover no Kuni no Alice: Wonderful Wonder World, PS2",2010.0,Adventure,NA_Sales,0.0
14923,"Room Zoom: Race for Impact, XB",2004.0,Racing,NA_Sales,0.02
14924,"Yahari Game Demo Ore no Seishun Love-Kome Hamachi Gatteiru, PSV",2013.0,Adventure,NA_Sales,0.0
14926,"Ghost Pirates of Vooju Island, PC",2009.0,Adventure,NA_Sales,0.0
14927,"America Oudan Ultra-Quiz, SAT",1995.0,Misc,NA_Sales,0.0
14928,"DoDonPachi Dai-Oujou: Black Label Extra, X360",2009.0,Shooter,NA_Sales,0.0
14929,"Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!, DS",2009.0,Misc,NA_Sales,0.0
14930,"ParaWorld, PC",2006.0,Strategy,NA_Sales,0.0
14931,"Tropico Reloaded, PC",2009.0,Strategy,NA_Sales,0.0
14932,"Shinseiki Evangelion: Battle Orchestra, PS2",2007.0,Fighting,NA_Sales,0.0
14933,"Pharaoh, PC",1998.0,Strategy,NA_Sales,0.0
14934,"Vampire Mansion: Linda Hyde, DS",2011.0,Adventure,NA_Sales,0.0
14935,"Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival, DS",2008.0,Action,NA_Sales,0.0
14936,"Battlefield 2: Modern Combat(JP sales), PS2",2005.0,Shooter,NA_Sales,0.0
14937,"The Idolmaster: Gravure For You! Vol.7, PS3",2012.0,Action,NA_Sales,0.0
14938,"Stake: Fortune Fighters, XB",2003.0,Fighting,NA_Sales,0.02
14939,"Serious Sam Advance, GBA",2004.0,Shooter,NA_Sales,0.02
14940,"The Settlers: Rise of an Empire, PC",2007.0,Strategy,NA_Sales,0.01
14941,"Let's Play Garden, Wii",2010.0,Simulation,NA_Sales,0.02
14943,"Pop'n Music 12 Iroha, PS2",2006.0,Simulation,NA_Sales,0.0
14944,"BeatMania IIDX 11: IIDX Red, PS2",2006.0,Simulation,NA_Sales,0.0
14945,"Warhammer Online: Age of Reckoning, PC",2008.0,Role-Playing,NA_Sales,0.0
14946,"Jikkyou Powerful Pro Yakyuu 12 Ketteiban, GC",2005.0,Sports,NA_Sales,0.0
14947,"Road Trip: The Arcade Edition, GC",2002.0,Racing,NA_Sales,0.02
14948,"Juusanshi Engi Engetsu Sangokuden 2, PSP",2014.0,Action,NA_Sales,0.0
14949,"No More Heroes: Heroes' Paradise, X360",2010.0,Action,NA_Sales,0.0
14950,"Virtua Tennis: World Tour (jp sales), PSP",2005.0,Sports,NA_Sales,0.0
14951,"World Series of Poker 2008: Battle for the Bracelets, PSP",2007.0,Misc,NA_Sales,0.02
14952,"Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai, PSP",2012.0,Action,NA_Sales,0.0
14953,"Cold War, XB",2005.0,Shooter,NA_Sales,0.02
14954,"Steel Battalion: Line of Contact, XB",2004.0,Simulation,NA_Sales,0.02
14955,"Naruto Shippuden: Ultimate Ninja Storm Collection, PS3",2016.0,Action,NA_Sales,0.0
14956,"Ken to Mahou to Gakuen Mono. 2G, PS3",2010.0,Role-Playing,NA_Sales,0.0
14957,"NBA Starting Five, XB",2002.0,Sports,NA_Sales,0.02
14958,"Kami Naru Kimi to, PSP",2011.0,Adventure,NA_Sales,0.0
14959,"Spy Hunter: Nowhere To Run, PS2",2006.0,Racing,NA_Sales,0.01
14960,"LEGO Harry Potter: Years 1-4, PC",2010.0,Action,NA_Sales,0.01
14961,"Ikki Tousen: Eloquent Fist, PSP",2008.0,Fighting,NA_Sales,0.0
14962,"Viva Pinata, PC",2007.0,Simulation,NA_Sales,0.0
14963,"Carmen Sandiego: The Secret of the Stolen Drums, XB",2004.0,Action,NA_Sales,0.02
14964,"Disney's Magical Quest 3 Starring Mickey and Donald, GBA",2003.0,Action,NA_Sales,0.02
14965,"Chili Con Carnage, PSP",2007.0,Shooter,NA_Sales,0.0
14966,"Bus Simulator 16, PC",2016.0,Simulation,NA_Sales,0.0
14967,"Rengoku II:  The Stairway To H.E.A.V.E.N., PSP",2006.0,Action,NA_Sales,0.02
14968,"Teddy Together, 3DS",2016.0,Simulation,NA_Sales,0.0
14969,"Pony Luv, DS",2008.0,Simulation,NA_Sales,0.02
14970,"Strike Witches 2: Iyasu Naosu Punipunisuru, DS",2010.0,Action,NA_Sales,0.0
14971,"Omega Quintet, PS4",2014.0,Role-Playing,NA_Sales,0.0
14972,"TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1, PS3",2015.0,Action,NA_Sales,0.0
14973,"Demigod, PC",2009.0,Strategy,NA_Sales,0.0
14974,"The Voice, PS3",2014.0,Action,NA_Sales,0.02
14975,"Ed, Edd n Eddy: The Mis-Edventures, XB",2005.0,Platform,NA_Sales,0.02
14976,"Bunmei Haruka: Aoiza Ibunroku, PSP",2011.0,Action,NA_Sales,0.0
14977,"TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6, PS3",2015.0,Adventure,NA_Sales,0.0
14978,"Blade Arcus from Shining EX, PS4",2015.0,Fighting,NA_Sales,0.0
14979,"Vantage Master Portable, PSP",2008.0,Role-Playing,NA_Sales,0.0
14980,"Lilpri DS: Hime-Chen! Apple Pink, DS",2010.0,Adventure,NA_Sales,0.0
14981,"Star Trek Online, PC",2010.0,Role-Playing,NA_Sales,0.0
14982,"Rapala for Kinect, X360",2011.0,Sports,NA_Sales,0.0
14983,"Rugby Challenge 3, X360",2016.0,Sports,NA_Sales,0.0
14984,"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 1: Shinseiki Evangelion - Magokoro o, Kimi ni, DS",2008.0,Misc,NA_Sales,0.0
14985,"Diabolik Lovers: Vandead Carnival, PSV",2014.0,Action,NA_Sales,0.0
14986,"O.M.G. 26 - Our Mini Games, DS",2007.0,Puzzle,NA_Sales,0.02
14987,"Ty the Tasmanian Tiger 3: Night of the Quinkan, XB",2005.0,Action,NA_Sales,0.02
14988,"AMF Xtreme Bowling, PS2",2006.0,Sports,NA_Sales,0.01
14989,"Total Overdose: A Gunslinger's Tale in Mexico, XB",2005.0,Shooter,NA_Sales,0.02
14990,"Bomberman Fantasy Race, PS",1998.0,Racing,NA_Sales,0.01
14991,"Colin McRae Rally 2.0, GBA",2002.0,Racing,NA_Sales,0.02
14992,"Carnage Heart EXA, PSP",2010.0,Strategy,NA_Sales,0.0
14993,"Tropico 4: Modern Times, PC",2012.0,Strategy,NA_Sales,0.0
14994,"Europa Universalis III Complete, PC",2008.0,Strategy,NA_Sales,0.0
14995,"Bugriders: The Race of Kings, PS",1997.0,Racing,NA_Sales,0.01
14996,"Bust-A-Move, 3DO",1994.0,Puzzle,NA_Sales,0.0
15000,"Wangan Midnight Portable, PSP",2007.0,Racing,NA_Sales,0.0
15001,"Cross Ange: Tenshi to Ryuu no Rondo tr., PSV",2015.0,Action,NA_Sales,0.0
15002,"Canvas 2, PS2",2006.0,Adventure,NA_Sales,0.0
15003,"Memories Off: Sorekara Again, PS2",2006.0,Adventure,NA_Sales,0.0
15004,"Tom Clancy's Rainbow Six: Vegas 2, PC",2008.0,Shooter,NA_Sales,0.0
15005,"11eyes: CrossOver, X360",2009.0,Adventure,NA_Sales,0.0
15006,"Kenka Bancho Otome, PSV",2016.0,Action,NA_Sales,0.0
15007,"Supermodel Makeover by Lauren Luke, DS",2009.0,Simulation,NA_Sales,0.0
15008,"George of the Jungle and the Search for the Secret, Wii",2008.0,Platform,NA_Sales,0.02
15009,"AirForce Delta Storm, GBA",2002.0,Shooter,NA_Sales,0.02
15010,"Serious Sam HD: Gold Edition, X360",2011.0,Shooter,NA_Sales,0.0
15011,"Peter Pan in Disney's Return to Never Land, PS",2002.0,Platform,NA_Sales,0.01
15012,"Ferrari Challenge Trofeo Pirelli Deluxe, Wii",2009.0,Racing,NA_Sales,0.0
15013,"Xenosaga I·II, DS",2006.0,Role-Playing,NA_Sales,0.0
15014,"SimCity Societies, PC",2007.0,Simulation,NA_Sales,0.0
15015,"Mesaze!! Tsuri Master: Sekai ni Challenge! Hen, Wii",2008.0,Sports,NA_Sales,0.0
15016,"TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9, PS3",2016.0,Misc,NA_Sales,0.0
15017,"Fishdom 2 Deluxe, PC",2010.0,Puzzle,NA_Sales,0.0
15018,"Kuusen II, PS2",2004.0,Simulation,NA_Sales,0.0
15019,"Cross Channel: In Memory of All People, X360",2011.0,Adventure,NA_Sales,0.0
15020,"Bomberman Story DS, DS",2007.0,Role-Playing,NA_Sales,0.0
15021,"Penguins of Madagascar, Wii",2014.0,Action,NA_Sales,0.0
15022,"Clannad: Mitsumi Mamoru Sakamichi de - Joukan, PSP",2010.0,Adventure,NA_Sales,0.0
15023,"Brothers in Arms: Hell's Highway, PC",2008.0,Shooter,NA_Sales,0.0
15024,"Are You Alice?, PSP",2011.0,Adventure,NA_Sales,0.0
15025,"Future Tactics: The Uprising, GC",2004.0,Strategy,NA_Sales,0.02
15026,"Stronghold Crusader Extreme, PC",2008.0,Strategy,NA_Sales,0.0
15027,"Kensei: Sacred Fist, PS",1997.0,Fighting,NA_Sales,0.01
15028,"Backyard NFL Football, DS",2007.0,Sports,NA_Sales,0.02
15029,"Okashi na Shima no Peter Pan: Sweet Never Land, PSP",2011.0,Adventure,NA_Sales,0.0
15030,"Urakata Hakuoki, PSP",2013.0,Adventure,NA_Sales,0.0
15031,"Cities XL 2011, PC",2010.0,Simulation,NA_Sales,0.0
15032,"Kung Fu Panda, PC",2008.0,Action,NA_Sales,0.0
15033,"Gift: Prism, PS2",2006.0,Adventure,NA_Sales,0.0
15034,"PDC World Championship Darts: Pro Tour, X360",2010.0,Sports,NA_Sales,0.0
15035,"Shanghai: True Valor, PS",1998.0,Puzzle,NA_Sales,0.01
15036,"Tokyo Xanadu eX+, PS4",2016.0,Role-Playing,NA_Sales,0.0
15037,"Major Dream: Major DS Dream Baseball, DS",2008.0,Sports,NA_Sales,0.0
15038,"Steins;Gate: Senkei Kousoku no Phonogram, X360",2013.0,Adventure,NA_Sales,0.0
15039,"Thunderbirds, GBA",2004.0,Shooter,NA_Sales,0.02
15040,"Winning Post 8 2015, PSV",2015.0,Action,NA_Sales,0.0
15041,"Vitamin Z Revolution, PSP",2010.0,Adventure,NA_Sales,0.0
15042,"Aria: The Origination ~Aoi Wakusei no El Cielo~, PS2",2008.0,Adventure,NA_Sales,0.0
15043,"Inkheart, DS",2009.0,Adventure,NA_Sales,0.02
15044,"Street Fighter X Tekken, PC",2012.0,Fighting,NA_Sales,0.0
15045,"Lunatic Dawn Tempest, PS2",2001.0,Role-Playing,NA_Sales,0.0
15046,"Ceville, PC",2009.0,Action,NA_Sales,0.0
15047,"Strike Witches: Shirogane no Tsubasa, PSP",2012.0,Strategy,NA_Sales,0.0
15048,"Total Immersion Racing, XB",2002.0,Racing,NA_Sales,0.02
15049,"Totally Spies! 2: Undercover, DS",2006.0,Action,NA_Sales,0.01
15050,"Luxor: The Wrath of Set, PSP",2006.0,Puzzle,NA_Sales,0.02
15051,"Natalie Brooks: Mystery at Hillcrest High, DS",2012.0,Action,NA_Sales,0.0
15052,"NASCAR Heat Evolution, XOne",2016.0,Racing,NA_Sales,0.02
15053,"Board Game: Top Shop, PS",1999.0,Misc,NA_Sales,0.01
15054,"NANA: Live Staff Daiboshuu! Shoshinsha Kangei, DS",2007.0,Action,NA_Sales,0.0
15055,"Castlevania: Lords of Shadow - Reverie, X360",2011.0,Action,NA_Sales,0.02
15056,"Xia-Xia, DS",2012.0,Platform,NA_Sales,0.0
15057,"Cocoto Magic Circus, Wii",2008.0,Shooter,NA_Sales,0.02
15058,"Zero no Tsukaima: Shou-akuma to Harukaze no Concerto, PS2",2007.0,Adventure,NA_Sales,0.0
15059,"Dunamis 15, PS3",2011.0,Adventure,NA_Sales,0.0
15060,"DemiKids: Dark Version, GBA",2002.0,Role-Playing,NA_Sales,0.02
15061,"Mage Knight: Destiny's Soldier, DS",2006.0,Strategy,NA_Sales,0.02
